Time Series Search Export,Search term,Search filters,,Last update of Residential property prices data,Downloaded at,Source,Source URL,Download URL,About Residential property prices
,,,,2025-09-25,2025-10-09 06:26 CEST,BIS,"https://data.bis.org/topics/RPP/BIS,WS_DPP,1.0/M.KR.3.1.1.3.6.0?","https://data.bis.org/topics/RPP/BIS,WS_DPP,1.0/M.KR.3.1.1.3.6.0?&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel",https://data.bis.org/topics/RPP

DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,REF_AREA:Reference area,COVERED_AREA:Covered area,RE_TYPE:Real estate type,RE_VINTAGE:Real estate vintage,COMPILING_ORG:Compiling agency,PRICED_UNIT:Priced unit,ADJUST_CODED:Seasonal adjustment,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2010-07-31,F:Free,,A:Normal value,84.3
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2010-08-31,F:Free,,A:Normal value,84.0
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2010-09-30,F:Free,,A:Normal value,83.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2010-10-31,F:Free,,A:Normal value,83.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2010-11-30,F:Free,,A:Normal value,83.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2010-12-31,F:Free,,A:Normal value,83.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-01-31,F:Free,,A:Normal value,83.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-02-28,F:Free,,A:Normal value,84.1
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-03-31,F:Free,,A:Normal value,84.3
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-04-30,F:Free,,A:Normal value,84.5
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-05-31,F:Free,,A:Normal value,84.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-06-30,F:Free,,A:Normal value,84.5
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-07-31,F:Free,,A:Normal value,84.5
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-08-31,F:Free,,A:Normal value,84.5
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-09-30,F:Free,,A:Normal value,84.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-10-31,F:Free,,A:Normal value,84.5
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-11-30,F:Free,,A:Normal value,84.5
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2011-12-31,F:Free,,A:Normal value,84.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-01-31,F:Free,,A:Normal value,84.2
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-02-29,F:Free,,A:Normal value,84.2
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-03-31,F:Free,,A:Normal value,84.0
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-04-30,F:Free,,A:Normal value,83.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-05-31,F:Free,,A:Normal value,83.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-06-30,F:Free,,A:Normal value,83.1
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-07-31,F:Free,,A:Normal value,82.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-08-31,F:Free,,A:Normal value,82.2
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-09-30,F:Free,,A:Normal value,81.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-10-31,F:Free,,A:Normal value,81.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-11-30,F:Free,,A:Normal value,81.1
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2012-12-31,F:Free,,A:Normal value,80.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-01-31,F:Free,,A:Normal value,80.3
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-02-28,F:Free,,A:Normal value,80.0
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-03-31,F:Free,,A:Normal value,79.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-04-30,F:Free,,A:Normal value,79.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-05-31,F:Free,,A:Normal value,79.9
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-06-30,F:Free,,A:Normal value,79.9
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-07-31,F:Free,,A:Normal value,79.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-08-31,F:Free,,A:Normal value,79.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-09-30,F:Free,,A:Normal value,79.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-10-31,F:Free,,A:Normal value,79.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-11-30,F:Free,,A:Normal value,79.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2013-12-31,F:Free,,A:Normal value,79.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-01-31,F:Free,,A:Normal value,80.0
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-02-28,F:Free,,A:Normal value,80.2
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-03-31,F:Free,,A:Normal value,80.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-04-30,F:Free,,A:Normal value,80.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-05-31,F:Free,,A:Normal value,80.3
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-06-30,F:Free,,A:Normal value,80.3
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-07-31,F:Free,,A:Normal value,80.3
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-08-31,F:Free,,A:Normal value,80.3
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-09-30,F:Free,,A:Normal value,80.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-10-31,F:Free,,A:Normal value,80.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-11-30,F:Free,,A:Normal value,80.9
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2014-12-31,F:Free,,A:Normal value,81.0
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-01-31,F:Free,,A:Normal value,81.1
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-02-28,F:Free,,A:Normal value,81.3
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-03-31,F:Free,,A:Normal value,81.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-04-30,F:Free,,A:Normal value,82.0
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-05-31,F:Free,,A:Normal value,82.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-06-30,F:Free,,A:Normal value,82.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-07-31,F:Free,,A:Normal value,83.1
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-08-31,F:Free,,A:Normal value,83.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-09-30,F:Free,,A:Normal value,83.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-10-31,F:Free,,A:Normal value,84.0
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-11-30,F:Free,,A:Normal value,84.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2015-12-31,F:Free,,A:Normal value,84.5
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-01-31,F:Free,,A:Normal value,84.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-02-29,F:Free,,A:Normal value,84.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-03-31,F:Free,,A:Normal value,84.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-04-30,F:Free,,A:Normal value,84.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-05-31,F:Free,,A:Normal value,84.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-06-30,F:Free,,A:Normal value,84.8
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-07-31,F:Free,,A:Normal value,84.9
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-08-31,F:Free,,A:Normal value,85.0
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-09-30,F:Free,,A:Normal value,85.2
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-10-31,F:Free,,A:Normal value,85.4
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-11-30,F:Free,,A:Normal value,85.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2016-12-31,F:Free,,A:Normal value,85.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-01-31,F:Free,,A:Normal value,85.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-02-28,F:Free,,A:Normal value,85.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-03-31,F:Free,,A:Normal value,85.7
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-04-30,F:Free,,A:Normal value,85.9
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-05-31,F:Free,,A:Normal value,86.0
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-06-30,F:Free,,A:Normal value,86.3
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-07-31,F:Free,,A:Normal value,86.6
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-08-31,F:Free,,A:Normal value,86.9
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-09-30,F:Free,,A:Normal value,87.1
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-10-31,F:Free,,A:Normal value,87.2
"BIS,WS_DPP,1.0",M.KR.3.1.1.3.6.0,M:Monthly,KR:Korea,3:Capital/biggest city/financial center and suburbs,1:All types of dwellings,1:Existing,3:General Government,6:Pure price,0:Non seasonally adjusted,"Index, 2025 Mar = 100",Units,2017-11-30,F:Free,,A:Normal value,87.4
